Domain_English,Field_English,SubField_English,1.01 SEQ,Source_title,issn,essn,smsid,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Dermatologic Clinics,0733-8635,,117940,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Dermatologic Surgery,1076-0512,1524-4725,106080,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Dermatologic Therapy,1396-0296,1529-8019,105167,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Dermatologie in Beruf und Umwelt,1438-776X,1616-7090,116839,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,"Dermatology (Basel, Switzerland)",1018-8665,1421-9832,103956,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Dermatology and Psychosomatics,1422-9196,1424-0564,106105,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Dermatology online journal,,1087-2108,109805,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Dermatosen in Beruf und Umwelt. Occupation and environment,0343-2432,,115290,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,European journal of dermatology : EJD,1167-1122,,111347,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,European Journal of Pediatric Dermatology,1122-7672,,111671,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Exogenous Dermatology,1424-4616,1424-4624,102933,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Experimental Dermatology,0906-6705,1600-0625,117886,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Expert review of dermatology,1746-9872,,114600,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Facial Plastic Surgery Clinics of North America,1064-7406,,119332,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,"Giornale italiano di dermatologia e venereologia : organo ufficiale, Societa italiana di dermatologia e sifilografia",0026-4741,,111474,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Indian Journal of Dermatology,0019-5154,1998-3611,118266,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,"Indian Journal of Dermatology, Venereology, and Leprology",0378-6323,0973-3922,118660,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,International Journal of Cosmetic Science,0142-5463,1468-2494,113965,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,International Journal of Cosmetic Surgery and Aesthetic Dermatology,1530-8200,,128660,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,International Journal of Dermatology,0011-9059,1365-4632,116078,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,International Journal of Lower Extremity Wounds,1534-7346,1552-6941,127199,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,International Wound Journal,1742-4801,1742-481X,102508,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Journal Der Deutschen Dermatologischen Gesellschaft,1610-0379,1610-0387,114297,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Journal of Applied Cosmetology,0392-8543,,110245,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Journal of clinical laser medicine & surgery,1044-5471,0736-9714,112645,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Journal of Cosmetic and Laser Therapy (Informa),1476-4172,1476-4180,103520,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Journal of Cosmetic Dermatology,1473-2130,1473-2165,113743,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Journal of cosmetic science,1525-7886,,101513,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Journal of cutaneous medicine and surgery,1203-4754,1615-7109,100773,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Journal of Cutaneous Pathology,0303-6987,1600-0560,110124,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Journal of Dermatological Science,0923-1811,,107436,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Journal of Dermatological Treatment,0954-6634,1471-1753,107800,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Journal of Investigative Dermatology,0022-202X,1523-1747,112578,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Journal of Pakistan Association of Dermatologists,1560-9014,,100975,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Journal of The American Academy of Dermatology,0190-9622,1097-6787,113094,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Journal of the European Academy of Dermatology & Venereology,0926-9959,1468-3083,105233,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Korean Journal of Dermatology,0494-4739,,106444,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Korean Journal of Medical Mycology,1226-4709,,112144,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Lasermedizin,0938-765X,,125733,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Lasers in Medical Science,0268-8921,1435-604X,108231,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Lasers in Surgery and Medicine,0196-8092,1096-9101,115462,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Lasers in the Life Sciences,0886-0467,1543-8694,124835,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Medical Laser Application,1615-1615,,130505,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Medicina cutanea ibero-latino-americana,0210-5187,,107829,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Mikologia Lekarska,1232-986X,,119068,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Nishinihon Journal of Dermatology,0386-9784,,114660,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Nouvelles Dermatologiques,0752-5370,,107485,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Pediatric Dermatology,0736-8046,1525-1470,112260,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,"Photodermatology, Photoimmunology & Photomedicine",0905-4383,1600-0781,120100,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Photomedicine and Laser Surgery,1549-5418,1557-8550,104297,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Pigment cell research / sponsored by the European Society for Pigment Cell Research and the International Pigment Cell Society,0893-5785,1600-0749,113266,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Postepy Dermatologii I Alergologii,1642-395X,,103765,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Przeglad dermatologiczny,0033-2526,,118773,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Seminars in Cutaneous Medicine and Surgery,1085-5629,,104271,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Skin Cancer,0871-2549,,117098,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Skin pharmacology : the official journal of the Skin Pharmacology Society,1011-0283,,116871,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Skin pharmacology and applied skin physiology,1422-2868,1422-2906,101338,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Skin pharmacology and physiology,1660-5527,1660-5535,107999,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Skin Research,1347-1813,0018-1390,104308,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Skinmed,1540-9740,1751-7125,104730,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,The Journal of Dermatology,0385-2407,1346-8138,100342,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Thermology International,1560-604X,,128036,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,World Wide Wounds,1369-2607,,126367,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Wound Repair and Regeneration,1067-1927,1524-475X,101780,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Wounds,1044-7946,,116134,
Health Sciences,Clinical Medicine,Dermatology & Venereal Diseases,103,Zeitschrift fur Hautkrankheiten,0301-0481,,111318,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Academic Emergency Medicine,1069-6563,1553-2712,103076,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Air Medical Journal,1067-991X,1532-6497,122752,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,American Journal of Emergency Medicine,0735-6757,1532-8171,100911,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Anesteziologie a Intenzivni Medicina,1214-2158,,123970,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Anesteziologie a Neodkladna Pece,0862-4968,,123847,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Annals of Emergency Medicine,0196-0644,1097-6760,103455,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,BMC Emergency Medicine,,1471-227X,122006,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,British Journal of Intensive Care,0961-7930,,126026,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Burns,0305-4179,,103041,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Care of the Critically Ill,0266-0970,,113049,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,CJEM : Canadian journal of emergency medical care = JCMU : journal canadien de soins medicaux d'urgence,1481-8035,,104431,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Clinical Intensive Care (Informa),0956-3075,1473-7752,127372,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Clinical Pediatric Emergency Medicine,1522-8401,,119623,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Critical Care,,1364-8535,115125,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Critical Care and Shock,1410-7767,,130969,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Critical Care Clinics,0749-0704,,108173,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Critical Care Medicine,0090-3493,1530-0293,108118,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Current Opinion in Critical Care,1070-5295,1531-7072,107956,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Disaster Management & Response,1540-2487,1540-2495,126078,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Emergency Medicine,0013-6654,1441-0737,116426,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Emergency Medicine Australasia,1742-6731,1742-6723,122671,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Emergency Medicine Clinics of North America,0733-8627,,119292,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Emergency medicine journal : EMJ,1472-0205,1472-0213,100354,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,European Journal of Emergency Medicine,0969-9546,1473-5695,122000,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,European Journal of Trauma and Emergency Surgery,1863-9933,1863-9941,102543,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Hong Kong Journal of Emergency Medicine,1024-9079,,130989,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Indian Journal of Critical Care Medicine,0972-5229,1998-359X,127959,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Intensiv- und Notfallbehandlung,0947-5362,,118329,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Intensive Care Medicine,0342-4642,1432-1238,111746,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,"Intensive Care Medicine, Supplement",0935-1701,,128319,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Intensivmedizin und Notfallmedizin,0175-3851,1435-1420,110031,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,International Journal of Intensive Care,1350-2794,,124743,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Journal Europeen des Urgences,0993-9857,,130999,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Journal of Burn Care and Research,1559-047X,1559-0488,127011,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Journal of Critical Care,0883-9441,,119212,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Journal of Intensive Care Medicine,0885-0666,1525-1489,100161,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,"Journal of Trauma - Injury, Infection and Critical Care",0022-5282,1529-8809,105221,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Medicina intensiva / Sociedad Espanola de Medicina Intensiva y Unidades Coronarias,0210-5691,1578-6749,118881,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,"Notarzt, Der",0177-2309,1438-8693,114731,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Notfall + Rettungsmedizin,1434-6222,1436-0578,105164,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Pediatric Emergency Care,0749-5161,1535-1815,115493,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Prehospital Emergency Care (Elsevier),1090-3127,1545-0066,125962,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Réanimation,1624-0693,,126648,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Réanimation Urgences,1164-6756,,120976,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Resuscitation,0300-9572,,113132,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Sepsis,1385-0229,,123648,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Shock,1073-2322,,106244,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Simulation in Healthcare,1559-2332,1559-713X,121684,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,The Journal of burn care & rehabilitation,0273-8481,,116217,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,The Journal of critical illness,1040-0257,,103624,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,The Journal of Emergency Medicine,0736-4679,,104486,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Ulusal travma ve acil cerrahi dergisi = Turkish journal of trauma & emergency surgery : TJTES,1306-696X,,109060,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Zhongguo wei zhong bing ji jiu yi xue = Chinese critical care medicine = Zhongguo weizhongbing jijiuyixue,1003-0603,,127542,
Health Sciences,Clinical Medicine,Emergency & Critical Care Medicine,104,Zhonghua shao shang za zhi = Zhonghua shaoshang zazhi = Chinese journal of burns,1009-2587,,121555,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Acta Diabetologica,0940-5429,1432-5233,105116,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Acta medica Austriaca,0303-8173,1563-2571,108707,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,American journal of physiology. Endocrinology and metabolism,0193-1849,1522-1555,106971,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Annales d'Endocrinologie,0003-4266,,115009,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Archives of Physiology and Biochemistry (Informa),1381-3455,1744-4160,120208,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Arquivos brasileiros de endocrinologia e metabologia,0004-2730,1677-9487,104409,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Best Practice & Research: Clinical Endocrinology & Metabolism,1521-690X,,102548,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,BMC Endocrine Disorders,,1472-6823,113913,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,BONE,8756-3282,,100382,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,British Journal of Diabetes & Vascular Disease,1474-6514,,117099,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Calcified Tissue International,0171-967X,1432-0827,103757,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Canadian Journal of Diabetes,1499-2671,,118392,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Cell Metabolism,1550-4131,,108493,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Clinical diabetes : a publication of the American Diabetes Association,0891-8929,1945-4953,101323,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Clinical Endocrinology,0300-0664,1365-2265,107913,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Clinical Pediatric Endocrinology,0918-5739,1347-7358,105247,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Clinical Reviews in Bone and Mineral Metabolism,1534-8644,1559-0119,121873,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Current Diabetes Reports,1534-4827,1539-0829,106815,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Current Diabetes Reviews,1573-3998,1875-6417,128722,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,"Current drug targets. Immune, endocrine and metabolic disorders",1568-0088,,124671,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,"Current medicinal chemistry. Immunology, endocrine & metabolic agents",1568-0134,1875-6107,129882,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Current opinion in endocrinology & diabetes,1068-3097,1531-7064,120199,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,"Current Opinion in Endocrinology, Diabetes and Obesity",1752-296X,1752-2978,115353,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Current Osteoporosis Reports,1544-1873,1544-2241,129006,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Der Diabetologe,1860-9716,1860-9724,127756,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Diabetes,0012-1797,1939-327X,103746,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Diabetes & Metabolic Syndrome: Clinical Research & Reviews,1871-4021,,100997,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Diabetes & Metabolism,1262-3636,,109496,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Diabetes & Vascular Disease Research,1479-1641,1752-8984,100107,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Diabetes / Metabolism Reviews,0742-4221,1099-0895,116098,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Diabetes Care,0149-5992,1935-5548,108544,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Diabetes Educator,0145-7217,1554-6063,100462,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Diabetes Obesity & Metabolism,1462-8902,1463-1326,102552,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Diabetes Research and Clinical Practice,0168-8227,,119049,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Diabetes spectrum : a publication of the American Diabetes Association,1040-9165,1944-7353,119792,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Diabetes Technology & Therapeutics,1520-9156,1557-8593,119245,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Diabetes und Stoffwechsel,0942-0037,,113228,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,"Diabetes, nutrition & metabolism",0394-3402,1720-8343,103890,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Diabetes/Metabolism: Research and Reviews,1520-7552,1520-7560,105660,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Diabetic Medicine,0742-3071,1464-5491,114088,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,"Diabetic Medicine, Supplement",1466-5468,,110032,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Diabetologia,0012-186X,1432-0428,108562,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Diabetologia Croatica,0351-0042,,130984,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Diabetologia Polska,1233-4723,,112896,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Diabetologie Metabolismus Endokrinologie Vyziva,1211-9326,1212-6853,127873,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Diabetologie und Stoffwechsel,1861-9002,1861-9010,121284,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Endocrine,0969-711X,1559-0100,109841,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Endocrine development,1421-7082,1662-2979,119556,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Endocrine journal,0918-8959,1348-4540,118790,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Endocrine Practice,1530-891X,1934-2403,117070,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Endocrine regulations,1210-0668,1336-0329,102156,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Endocrine Research (Informa),0743-5800,1532-4206,103059,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Endocrine reviews,0163-769X,1945-7189,108123,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Endocrinologia y nutricion : organo de la Sociedad Espanola de Endocrinologia y Nutricion,1575-0922,1579-2021,116409,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Endocrinologist,1051-2144,1539-9192,110160,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Endocrinology,0013-7227,1945-7170,100643,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Endocrinology & Metabolism Clinics of North America,0889-8529,,102783,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Endocrinology and Metabolism,1074-939X,,103088,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Endokrinologya,1310-8131,,122765,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Endokrynologia Polska,0423-104X,,109951,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,"Endokrynologia, diabetologia i choroby przemiany materii wieku rozwojowego : organ Polskiego Towarzystwa Endokrynologow Dzieciecych",1234-625X,,118858,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,"European Journal of Clinical Investigation, Supplement",0960-135X,,125953,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,European Journal of Endocrinology,0804-4643,1479-683X,108610,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Experimental and Clinical Endocrinology & Diabetes,0947-7349,1439-3646,111114,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Experimental diabesity research,1543-8600,1543-8619,100138,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Expert review of endocrinology & metabolism,1744-6651,,109143,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Frontiers in Neuroendocrinology,0091-3022,1095-6808,120006,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Frontiers of hormone research,0301-3073,1662-3762,110162,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Future lipidology,1746-0875,1746-0883,129115,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,General and Comparative Endocrinology,0016-6480,1095-6840,105695,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Growth Hormone & IGF Research,1096-6374,,118685,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,"Growth, development, and aging : GDA",1041-1232,,114977,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Hormone and Metabolic Research,0018-5043,1439-4286,109307,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Hormone research,0301-0163,1423-0046,101803,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,"Hormones (Athens, Greece)",1109-3099,,120030,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Insulin,1557-0843,,127022,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,International journal of clinical practice. Supplement,1368-504X,,110359,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,International Journal of Diabetes and Metabolism,1606-7754,,124336,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,International Journal of Diabetes in Developing Countries,0973-3930,,126031,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,International Journal of Experimental Diabetes Research,1560-4284,,115013,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,International Journal of Obesity,0307-0565,1476-5497,103389,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,International Journal of Pediatric Obesity (Informa),1747-7166,1747-7174,127146,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Journal of Bone and Mineral Metabolism,0914-8779,1435-5604,112627,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Journal of Clinical Endocrinology and Metabolism,0021-972X,1945-7197,110569,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Journal of Diabetes and its Complications,1056-8727,,103436,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Journal of endocrinological investigation,0391-4097,1720-8386,119001,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Journal of Endocrinology,0022-0795,1479-6805,111756,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Journal of Molecular Endocrinology,0952-5041,1479-6813,102715,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Journal of musculoskeletal & neuronal interactions,1108-7161,,130741,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Journal of Neuroendocrinology,0953-8194,1365-2826,106753,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Journal of Physiology and Biochemistry,1138-7548,1877-8755,117925,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Journal of Shanghai Medical University,0257-8131,,127155,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Journal of the Japan Diabetes Society,0021-437X,,115748,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Medecine Therapeutique Endocrinologie,1295-9359,,131328,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Metabolic Syndrome and Related Disorders,1540-4196,1557-8518,119671,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Metabolism,0026-0495,,102046,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Molecular and Cellular Endocrinology,0303-7207,,108192,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,"Molecular endocrinology (Baltimore, Md.)",0888-8809,1944-9917,116913,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Nature Clinical Practice Endocrinology & Metabolism,1745-8366,1745-8374,114346,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Nature Reviews Endocrinology,1759-5029,1759-5037,132091,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Neuro endocrinology letters,0172-780X,,120121,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Neuroendocrinology,0028-3835,1423-0194,111465,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,"Obesity (Silver Spring, Md.)",1930-7381,,102150,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Obesity Management,1545-1712,1557-8569,129103,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Obesity research,1071-7323,1550-8528,115109,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Obesity Research & Clinical Practice,1871-403X,,130830,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Obesity Reviews,1467-7881,1467-789X,114015,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Osaka city medical journal,0030-6096,,126870,
